listing_id,product,price,original_price,condition,seller,time_posted,likes,listing_url,source_url,category,buyer_protection,delivery_info
1436840003,Xbox Wireless Controller,RM99,,Brand new,aikilyugamingbangi,,1.0,https://www.carousell.com.my/p/xbox-wireless-controller-1436840003/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
1437471076,Racing Master Account Initial D,RM70,,Like new,zzzzzzxxskie,,,https://www.carousell.com.my/p/racing-master-account-initial-d-1437471076/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
1424666636,WUTHERING WAVE REROLL SEA ALWAYS UPDATE,RM17,,Brand new,amirulharr63661,,2.0,https://www.carousell.com.my/p/wuthering-wave-reroll-sea-always-update-1424666636/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
1436588728,Efootball Account,"RM1,000",,Well used,lepakuii,,4.0,https://www.carousell.com.my/p/efootball-account-1436588728/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
1435812820,Xbox One Controller Model 1708 Black White With Cable & Adapter USED,RM120,,Lightly used,zerosystemx,,3.0,https://www.carousell.com.my/p/xbox-one-controller-model-1708-black-white-with-cable-adapter-used-1435812820/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,True,
1436895547,Switch OLED,RM850,,Like new,allen_loh,,6.0,https://www.carousell.com.my/p/switch-oled-1436895547/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
1433878488,Fantech Nova 2 (PS4 / PC),RM50,RM60,Like new,thewristcode,,9.0,https://www.carousell.com.my/p/fantech-nova-2-ps4-pc-1433878488/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,True,
1437427344,NINTENDO SWITCH OLED COMPLETE SET,"RM1,100",,Like new,azam_sarip,,2.0,https://www.carousell.com.my/p/nintendo-switch-oled-complete-set-1437427344/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,True,
1437470803,ROG XBOX ALLY X - ANSURAN,RM180,,Brand new,mobileasiacarla,,,https://www.carousell.com.my/p/rog-xbox-ally-x-ansuran-1437470803/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
1426026181,Pokemon Go - Shiny Salandit (Female) - 80K Stardust✨Read Description✨,RM30,,Brand new,gamexover.os,,2.0,https://www.carousell.com.my/p/pokemon-go-shiny-salandit-female-80k-stardust✨read-description✨-1426026181/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
1407079528,Nintendo Switch Jailbreak 256GB,RM750,,Lightly used,morii29,,33.0,https://www.carousell.com.my/p/nintendo-switch-jailbreak-256gb-1407079528/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,True,
1436059933,The spike account,RM50,,Lightly used,kucingpecinta,,2.0,https://www.carousell.com.my/p/the-spike-account-1436059933/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,True,
1437016675,Nintendo Switch 2 Video Game Console Black New Seal,RM800,,Brand new,royalstone.bb7046,,7.0,https://www.carousell.com.my/p/nintendo-switch-2-video-game-console-black-new-seal-1437016675/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,True,
1437029578,Xbox Series X (Digital 1 TB SSD),"RM1,700",,Like new,joedominic,,3.0,https://www.carousell.com.my/p/xbox-series-x-digital-1-tb-ssd-1437029578/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
1428577441,Ori The Collection - Nintendo Switch,RM122.40,,Brand new,rinked,,3.0,https://www.carousell.com.my/p/ori-the-collection-nintendo-switch-1428577441/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,True,
1432977090,Switch Crash Bandicoot 4 - USED,RM90,,Like new,ecaziz,,3.0,https://www.carousell.com.my/p/switch-crash-bandicoot-4-used-1432977090/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
1437142699,Ps5 Fat Digital Fullset Like New,"RM1,500",,Like new,affendifaiz,,8.0,https://www.carousell.com.my/p/ps5-fat-digital-fullset-like-new-1437142699/,https://www.carousell.com.my/categories/video-gaming-697/,Video Gaming,False,
