video_url,text
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Always love Sam’s aura, demeanour and vibe. Hoping to bump into you guys in a random city someday! Your videos feel like a warm hug to me."
https://www.youtube.com/watch?v=fqlaE_NSjS0,Vibeeez! I can always count on your videos to set the mood for my Sunday morning
https://www.youtube.com/watch?v=fqlaE_NSjS0,I could spend the whole day in Rex! Love their eclectic mix of shops and things!
https://www.youtube.com/watch?v=fqlaE_NSjS0,The shops look nice.  And the food.  Wish we got to see more of the streets and city outside. What makes KL unique.
https://www.youtube.com/watch?v=fqlaE_NSjS0,"When I need to relax and slow my roll, I just watch one of your vids .  It’s almost like quasi-meditation vibes.  Enjoy Malaysia"
https://www.youtube.com/watch?v=fqlaE_NSjS0,Incredible camera work throughout the vlog. It really brought back memories of my own recent visit!
https://www.youtube.com/watch?v=fqlaE_NSjS0,Welcome to KL Malaysia. Hope that you guys have had a good time and a pleasant stay.
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Cheers as always Ralph and Sam this was a really cool video again,,,as always peace and happiness till the next one"
https://www.youtube.com/watch?v=fqlaE_NSjS0,Amazing vibrance travelling experience thank you for sharing
https://www.youtube.com/watch?v=fqlaE_NSjS0,Nice! Chill and relax. Its seems that I've been travelling vicariously with you guys!
https://www.youtube.com/watch?v=fqlaE_NSjS0,you guys POV are amazing! thanks!
https://www.youtube.com/watch?v=fqlaE_NSjS0,Hi Ralph and Sam! I’m Rachel from Malacca  very mice meeting you at Central Market that day!! My heart was thumping fast when I realised that I saw a YouTuber in real life
https://www.youtube.com/watch?v=fqlaE_NSjS0,I love the dimsum in fung wong and the seafood fried rice in front of it during nightime....There are so many fruit stalls in petaling street with plum powder and they're so delicious...Love your videos.
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Welcome to my city, KL. I really really enjoy your videos...so artistic"
https://www.youtube.com/watch?v=fqlaE_NSjS0,Superb! Loved it!
https://www.youtube.com/watch?v=fqlaE_NSjS0,Stunning places you've visited in KL. Definitely want to visit all of them. Really great quality videos and places you visit
https://www.youtube.com/watch?v=fqlaE_NSjS0,This video arrives just in time when I'm thinking of going to KL
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Wow, this was such an immersive experience! It really felt like I was walking alongside you. I recently started making walking tours too, and I know how much effort goes into creating something this smooth!
Your friend from IRAN ?????"
https://www.youtube.com/watch?v=fqlaE_NSjS0,"I've watched your video before my trip to Bangkok, but I liked your aesthetic and calm video. So I'm watching now."
https://www.youtube.com/watch?v=fqlaE_NSjS0,A very short but sweet visit!  I definitely wanted to see more. :)
https://www.youtube.com/watch?v=fqlaE_NSjS0,This is my first time watching your videos... must say how delightful.. think i will subscribe now.... byeeeeee
https://www.youtube.com/watch?v=fqlaE_NSjS0,"This is one of the best vlogs that I've ever seen!

One small thing, Could you please tell me the name of your hotel?"
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Ralph and Sam, which is the Café that you show at 20 minutes and 16 seconds it looks amazing, but I couldn’t really understand where that was"
https://www.youtube.com/watch?v=fqlaE_NSjS0,Have to add this to the list.
https://www.youtube.com/watch?v=fqlaE_NSjS0,"In short, I love your Vlog."
https://www.youtube.com/watch?v=fqlaE_NSjS0,Yum
https://www.youtube.com/watch?v=fqlaE_NSjS0,TQ for the Video
https://www.youtube.com/watch?v=fqlaE_NSjS0,Amust visit place on planet earth
https://www.youtube.com/watch?v=fqlaE_NSjS0,Thanks for trying my reco nasi lemak at village park restaurant! I hope you loved it! I hope I can meet you in the future!
https://www.youtube.com/watch?v=fqlaE_NSjS0,thanks for the video~ I like the hotel room a lot~~~
https://www.youtube.com/watch?v=fqlaE_NSjS0,You missed out on Monster A Garden! One of the best cat cafes I’ve ever experienced!
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Just returned from KL last night!! Your video is perfect. Also was in Penang a couple of days ago, followed your recommendations!"
https://www.youtube.com/watch?v=fqlaE_NSjS0,more manila vlogs sana soon!!
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Thanks for the video.
Could you provide the name of the hotel you stayed in KL?"
https://www.youtube.com/watch?v=fqlaE_NSjS0,Welcome to Malaysia! I love the hotel scene in your video. May I know the name of the hotel you stayed at? I really love the vibe and interior!
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Hi guys, you didn´t mention the name of the hotel. Looks great..."
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Hi Sam  can u share the restaurant name which u celebrated your mom's BD, looks yum. Thxxxx"
https://www.youtube.com/watch?v=fqlaE_NSjS0,Really enjoyed watching your video... can you please tell us the name of the hotel please cos we are going to Malaysia next week and  we really like the hotel
https://www.youtube.com/watch?v=fqlaE_NSjS0,love KL...how was the weather? hot and humid or manageable?
https://www.youtube.com/watch?v=fqlaE_NSjS0,I wanna go back. I missed KL...
https://www.youtube.com/watch?v=fqlaE_NSjS0,Hi which hotel you are staying? Is it near Chinatown? I enjoyed your video and given me great ideas where I want to go
https://www.youtube.com/watch?v=fqlaE_NSjS0,The hotel looks really amazing! Could you tell me the name of the hotel?
https://www.youtube.com/watch?v=fqlaE_NSjS0,"How do you find Kuala Lumpur? I recently went to KL by myself, though it wasn't as exciting as Bangkok or other ASEAN cities, I still really like it because of nostalgic reasons haha."
https://www.youtube.com/watch?v=fqlaE_NSjS0,Hello Ralph & Sam! What is the name of the hotel please?
https://www.youtube.com/watch?v=fqlaE_NSjS0,Question what's the name of the hotel you've stayed in KL
https://www.youtube.com/watch?v=fqlaE_NSjS0,What is your hotel in KL ? Thanks
https://www.youtube.com/watch?v=fqlaE_NSjS0,Comparing it to Bangkok or Singapore is it clean or nah
https://www.youtube.com/watch?v=fqlaE_NSjS0,what hotel is this? so beautiful
https://www.youtube.com/watch?v=fqlaE_NSjS0,Hi I really enjoyed watching your video. May pls ask what's your hotel name? Thanks.
https://www.youtube.com/watch?v=fqlaE_NSjS0,Malaysia is a Multicultural and Middle Class paradise - it’s not Paris or Monaco nor it’s London or Dubai.
https://www.youtube.com/watch?v=fqlaE_NSjS0,What is the hotel you stayed?
https://www.youtube.com/watch?v=fqlaE_NSjS0,Hi Ralph & Sam! May I please know the name of the hotel you stayed at? :)
https://www.youtube.com/watch?v=fqlaE_NSjS0,Name of hotel pls  .. thanks
https://www.youtube.com/watch?v=fqlaE_NSjS0,What’s the name of the hotel you guys stayed in?
https://www.youtube.com/watch?v=fqlaE_NSjS0,whats the hotel name u stay in kuala lampur
https://www.youtube.com/watch?v=fqlaE_NSjS0,"Hi,what’s the name of the hotel?Thanks"
https://www.youtube.com/watch?v=fqlaE_NSjS0,Hotel name pretty please!
https://www.youtube.com/watch?v=fqlaE_NSjS0,What’s the name of the hotel?
https://www.youtube.com/watch?v=fqlaE_NSjS0,can you share the name of the hotel
https://www.youtube.com/watch?v=fqlaE_NSjS0,Name of the hotel? I missed it?
https://www.youtube.com/watch?v=fqlaE_NSjS0,what hotel is it ? need recommendation
https://www.youtube.com/watch?v=fqlaE_NSjS0,Hotel name?
https://www.youtube.com/watch?v=fqlaE_NSjS0,What is the hotel name?
https://www.youtube.com/watch?v=fqlaE_NSjS0,What your name hotel
https://www.youtube.com/watch?v=fqlaE_NSjS0,finally…????
https://www.youtube.com/watch?v=fqlaE_NSjS0,"You know nasi kandar,nasi lemak and teh tarik if you know you must try because nasi kandar,nasi lemak and teh tarik original food and drink from riau Indonesia???? which is very populer in ASEAN including spread to malaydesh????,Singapore????,thailand????,and,Filipina"
https://www.youtube.com/watch?v=fqlaE_NSjS0,TQ for the Video
https://www.youtube.com/watch?v=fqlaE_NSjS0,What is the name of the hotel you stayed at?
https://www.youtube.com/watch?v=fqlaE_NSjS0,What was the name of the hotel?
https://www.youtube.com/watch?v=fqlaE_NSjS0,what's the name of the hotel?
https://www.youtube.com/watch?v=fqlaE_NSjS0,TQ for the Video
https://www.youtube.com/watch?v=UKy1WGdlXdg,This video healed my homesickness!  Thank you so much!!!
https://www.youtube.com/watch?v=UKy1WGdlXdg,Will be going to KL next month and I appreciate this chill vlog. Thanks!
https://www.youtube.com/watch?v=UKy1WGdlXdg,"Was just watching your Bangkok vlog last week and can't believe you're here in KL! It's a food paradise, hope you enjoyed every bit of the trip."
https://www.youtube.com/watch?v=UKy1WGdlXdg,Welcome to Malaysia!! I just found ur channel via the business class video...and then u r visiting my country....what a coincidence! Will be looking forward to part2!
https://www.youtube.com/watch?v=UKy1WGdlXdg,"I’ve lived most of my life in KL, lately I’ve been homesick and this video helped. Thank you so much for a beautiful and informative vlog"
https://www.youtube.com/watch?v=UKy1WGdlXdg,BTW batu caves is not a buddhist shrine. Lord murugan is God of war (hinduism)
https://www.youtube.com/watch?v=UKy1WGdlXdg,Very nice video .informative. helpful for travelers. Keep up the good work.
https://www.youtube.com/watch?v=UKy1WGdlXdg,"The view in that hotel is something else! Super jealous,  I'm gonna have to look up that Airbnb now for when we are back in KL"
https://www.youtube.com/watch?v=UKy1WGdlXdg,"Beautiful vlog, love Malaysia and the food over there! We're from there and those food are legit yum"
https://www.youtube.com/watch?v=UKy1WGdlXdg,Thank you so much! I’m going to KL tomorrow and this is the perfect guide - can’t wait for the food
https://www.youtube.com/watch?v=UKy1WGdlXdg,your vlog is exactly what non malaysians must visit spots!!
https://www.youtube.com/watch?v=UKy1WGdlXdg,All the food places you guys visited looked delicious and should taste fantastic!
https://www.youtube.com/watch?v=UKy1WGdlXdg,"It's true, Kuala Lumpur is the city with the most interesting places to visit."
https://www.youtube.com/watch?v=UKy1WGdlXdg,every new vid you post I’m like oooo I need to visit!!!!
https://www.youtube.com/watch?v=UKy1WGdlXdg,the view from your hotel room!! I am in awe
https://www.youtube.com/watch?v=UKy1WGdlXdg,"I loved this, got to relive my KL trip through you guys!"
https://www.youtube.com/watch?v=UKy1WGdlXdg,"Welcome to Malaysia,your vlog is awesome and superb."
https://www.youtube.com/watch?v=UKy1WGdlXdg,Top tier vlog. KL is the best place to visit in Asia IMO.
https://www.youtube.com/watch?v=UKy1WGdlXdg,Welcome to malaysia too many unique cultural diversity that u ever seen there
https://www.youtube.com/watch?v=UKy1WGdlXdg,Nice video WorldwideWu. Keep the great content coming
https://www.youtube.com/watch?v=UKy1WGdlXdg,"Wow stunning view! I’m staying for 2 wks, then visiting langkawi + koh lipe + gili T Indonesia, then back to KL for 2 more weeks in kampung baru. can’t wait for the amazing food in KL!"
https://www.youtube.com/watch?v=UKy1WGdlXdg,I was watching the intro and had to stop just so I won’t forget to subscribe
https://www.youtube.com/watch?v=UKy1WGdlXdg,That’s my favourite fried nian gao and my favourite char kuey teow is just behind this fritters stall inside the shop
https://www.youtube.com/watch?v=UKy1WGdlXdg,That is yam with nian gao (Chinese New year glutinous rice cake) I think
https://www.youtube.com/watch?v=UKy1WGdlXdg,KL is so gorgeous
https://www.youtube.com/watch?v=UKy1WGdlXdg,"The Batu caves are on my bucket list! So cool, especially with all the monkeys."
https://www.youtube.com/watch?v=UKy1WGdlXdg,Wow welcome to kl ????
https://www.youtube.com/watch?v=UKy1WGdlXdg,Can’t wait to go to KL next month I’ll be blogging
https://www.youtube.com/watch?v=UKy1WGdlXdg,would love to visit.  thanks for a great video
https://www.youtube.com/watch?v=UKy1WGdlXdg,Beautiful Vlog beautiful day beautiful city ?
https://www.youtube.com/watch?v=UKy1WGdlXdg,Amazing vlog love it  and love KL
https://www.youtube.com/watch?v=UKy1WGdlXdg,Beautiful and informative video. Thank you
https://www.youtube.com/watch?v=UKy1WGdlXdg,Welcome to Malaysia!!
https://www.youtube.com/watch?v=UKy1WGdlXdg,How was your visit. You need to try cendol during this hot day in Malaysia now day.
https://www.youtube.com/watch?v=UKy1WGdlXdg,Malaysia is unique .. with the diversity of races ..
https://www.youtube.com/watch?v=UKy1WGdlXdg,TQ for thevideo
https://www.youtube.com/watch?v=UKy1WGdlXdg,Welcome to Malaysia
https://www.youtube.com/watch?v=UKy1WGdlXdg,guess I found my comfort channel
https://www.youtube.com/watch?v=UKy1WGdlXdg,"Welcome to Malaysia ????Truly Asia Good foods, rainforest good beach & others many More Enjoyed thanks sharing good videos
??????????????????"
https://www.youtube.com/watch?v=UKy1WGdlXdg,I love Malaysia.. I just visited it last week
https://www.youtube.com/watch?v=UKy1WGdlXdg,That fritter is actually mooncake sandwiched between 2 yam pieces.
https://www.youtube.com/watch?v=UKy1WGdlXdg,very  nice  for  video
https://www.youtube.com/watch?v=UKy1WGdlXdg,Welcome To Malaysia Hope Your Enjoyed Sis In Malaysia
https://www.youtube.com/watch?v=UKy1WGdlXdg,"You are pretty knowledgeble about Malaysian food. Yes, just say KL. Everyone says it now even the foreigners. We get it dont worry."
https://www.youtube.com/watch?v=UKy1WGdlXdg,Welcome to malaysia
https://www.youtube.com/watch?v=UKy1WGdlXdg,Love your videos :)
https://www.youtube.com/watch?v=UKy1WGdlXdg,Welcome to malaysia
https://www.youtube.com/watch?v=UKy1WGdlXdg,"Nice city, wish i can travel soon! Vietnamese"
https://www.youtube.com/watch?v=UKy1WGdlXdg,Andrew said ‘yeah’
https://www.youtube.com/watch?v=UKy1WGdlXdg,"Welcome. If vlogger grace Kim from nyc had a good time, I am sure you will too."
https://www.youtube.com/watch?v=UKy1WGdlXdg,Nice food
https://www.youtube.com/watch?v=UKy1WGdlXdg,Great vidéo would you give the link of the host of airnb and plz how much is the studio a day?
https://www.youtube.com/watch?v=UKy1WGdlXdg,This is also where I want to visit
https://www.youtube.com/watch?v=UKy1WGdlXdg,"Final verdict, if you have 4 days left to travel this year. Would it be Bangkok or Kuala Lumpur?"
https://www.youtube.com/watch?v=UKy1WGdlXdg,Thank you
https://www.youtube.com/watch?v=UKy1WGdlXdg,cannot wait to see you visiting Indonesia on the next trip!
https://www.youtube.com/watch?v=UKy1WGdlXdg,msia so many tourist places
https://www.youtube.com/watch?v=UKy1WGdlXdg,Nice vlog..
https://www.youtube.com/watch?v=UKy1WGdlXdg,Awesome
https://www.youtube.com/watch?v=UKy1WGdlXdg,Malaysian food..yummylicous
https://www.youtube.com/watch?v=UKy1WGdlXdg,"Hello, the airbnb wasn’t really have a lot of lights or ? I think the room was a lil bit darker ? Please for your information, cause i will stay here"
https://www.youtube.com/watch?v=UKy1WGdlXdg,Wow
https://www.youtube.com/watch?v=UKy1WGdlXdg,again me go majisk jamek 30 may
https://www.youtube.com/watch?v=UKy1WGdlXdg,You guys should visit Genting Highlands which is a casino & theme park resort on a highland which has cool weather an hour drive from KL Malaysia!
https://www.youtube.com/watch?v=UKy1WGdlXdg,"actually it ain't a buddha statue, it's a statue of lord murgan, you gotta check your facts mate."
https://www.youtube.com/watch?v=UKy1WGdlXdg,Banglasia uraaa
https://www.youtube.com/watch?v=UKy1WGdlXdg,Hello May I know the name of your Airbnb? Will be there this April  TYSM
https://www.youtube.com/watch?v=UKy1WGdlXdg,This is good economy for western military.
https://www.youtube.com/watch?v=UKy1WGdlXdg,batu caves is for hindu 0:22
https://www.youtube.com/watch?v=UKy1WGdlXdg,its not buddha statue.... its. Lord Murugan  statue Hindu god..
https://www.youtube.com/watch?v=UKy1WGdlXdg,Can you share hotel detail and price ?
https://www.youtube.com/watch?v=UKy1WGdlXdg,0:33
https://www.youtube.com/watch?v=UKy1WGdlXdg,What's the name of the hotel?
https://www.youtube.com/watch?v=UKy1WGdlXdg,Which Airbnb is that? Care to share?
https://www.youtube.com/watch?v=UKy1WGdlXdg,becareful of the crazy laws there?
https://www.youtube.com/watch?v=UKy1WGdlXdg,Can I have your AirBnB address
https://www.youtube.com/watch?v=UKy1WGdlXdg,The Food Looks very ugly
https://www.youtube.com/watch?v=UKy1WGdlXdg,"thanks for this, it cured my homesickness a bit"
https://www.youtube.com/watch?v=UKy1WGdlXdg,Welcome to malaysia
https://www.youtube.com/watch?v=S2NDPhOeSfI,Hope you enjoy this love letter to Malaysia! For those wanting to replicate parts of this trip everything featured is linked here: https://drive.google.com/file/d/1nCSWpuMNVaPZvpXgElMKYXPIoPsCWUm9/view?usp=share_link
https://www.youtube.com/watch?v=S2NDPhOeSfI,"I haven't been to Malaysia since I was a kid in the 70s. Would love to go back as I don't really remember it. Thanks for putting this together and your chill, ""non-travel-influencer"" vibes."
https://www.youtube.com/watch?v=S2NDPhOeSfI,I love Malaysia. I've been to Penang in particular 4 times. Best tourist destination in SE Asia.
https://www.youtube.com/watch?v=S2NDPhOeSfI,This is one of the trips I have planned to do in the next couple of years. It has been over 30 years since I have been to Langkawi and Penang. Time for a revisit
https://www.youtube.com/watch?v=S2NDPhOeSfI,Your cinematography and detailing is next level. I Appreciate. Thanks for your support
https://www.youtube.com/watch?v=S2NDPhOeSfI,"What a cool, laid back, informative video from Malaysia. Thank you!"
https://www.youtube.com/watch?v=S2NDPhOeSfI,"What an epic journey through Malaysia! ???? So much to explore, from vibrant cities to beautiful islands!"
https://www.youtube.com/watch?v=S2NDPhOeSfI,Beautiful shot. As a Malaysian I really appreciate your videos ? Thank you
https://www.youtube.com/watch?v=S2NDPhOeSfI,What a beautiful vlog. I am planning my next trip after watching this. Mission accomplished!
